Unnamed: 0,Reactant SMILES,Reactant SMILES_2,Product SMILES,Product SMILES_2,Catalyst SMILES,Ligand SMILES,Solvent SMILES,Solvent SMILES_2,Additive SMILES,Additive SMILES_2,Additive SMILES_s2,ee 3,Pre catalyst 2(True or False),Type of Coordination Atoms 2,Additive 2 step 2,L/M 1,Yield 1,Central Metal of Catalyst 2,exo/endo,S/C 2,Valence of Central Metal 1,Ammount of additive 2 step 2,dr 2,Product 3 R or S,"Other information(use ""-"" to split, eg. 'property1-property2')",Reaction ID,Additive 1 step 2,Reaction Temperature/C step 2,Product Name 2,Reaction Temperature/C,pdf name (don't include '.pdf'),Solvent 1 ammount(mL),dr 1,S/C 1,Ligand 2 Type,Type of Coordination Atoms 1,Reaction Time/h,Number of Coordination Atoms 1,Solvent 2,Ammount of additive 1,LED,Number of Coordination Atoms 2,LED step 2,Reaction Type,Ammount of reactant 2(mmol),Ref.(DOI),Yield 3,"Molecular Sieve(3A, 4A, 5A)",Solvent Ratio,Yield 2,Product 2 R or S,Ammount of additive 2,dr 3,L/M 2,Charge of Ligand 2,Ammount of reactant 1(mmol),Pressure/atm,Solvent 2 ammount(mL),ee 1,Valence of Central Metal 2,Pre catalyst 1(True or False),Central Metal of Catalyst 1,Ligand Name 2,Reactant Name 2,Ligand 1 Type,Additive 2,Product Name 3,(Pre)Catalyst Name 2,Ammount of additive 1 step 2,ee 2,Reaction Time/h step 2,Ammount of Molecular Sieve(mg),Charge of Ligand 1,Product 1 R or S
59,O=Cc1ccccn1,C1=CC2C=CC1C2,O=C(c1ccccn1)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccn1)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,0.5,,,,,0.0,,,,,60,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(pyridin-2-yl)methanone",80,10.1002_adsc.200600583,2,,5,,P,39.0,1.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,,,,0.0,S
60,COc1ccccc1C=O,C1=CC2C=CC1C2,COc1ccccc1C(=O)[C@H]1C[C@@H]2C=C[C@H]1C2,COc1ccc(C)cc1C(=O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,0.5,,,,,0.0,,,,,61,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-methoxy-5-methylphenyl)methanone",80,10.1002_adsc.200600583,2,,5,,P,39.0,1.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,,,,0.0,S
61,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.87,,2:98,,0.0,,,,,62,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,P,1.0,1.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.35,,,0.0,S
62,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C1=C\CC/C=C\CC/1.CC(C)(C)C(=O)CC(=O)C(C)(C)C.[Rh],CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.99,,2:98,,0.0,,,,,63,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,P,1.5,1.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.47,,,0.0,S
63,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C1=C\CC/C=C\CC/1.CC(C)(C)C(=O)CC(=O)C(C)(C)C.[Rh],CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.56,,2:98,,0.0,,,,,64,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",25,10.1002_adsc.200600583,2,,20,,P,67.0,1.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.48,,,0.0,S
64,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C1=C\CC/C=C\CC/1.O=C(CC(=O)c1ccccc1)c1ccccc1.[Rh],CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.99,,2:98,,0.0,,,,,65,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,P,1.5,1.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.43,,,0.0,S
65,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C1=C\CC/C=C\CC/1.O=C(C(F)(F)F)C(F)(F)F.[Rh],CN(C)p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,ClCCCl,,,,,,,,,2.0,0.54,,7:93,,0.0,,,,,66,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",25,10.1002_adsc.200600583,2,,20,,P,22.0,1.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.29,,,0.0,S
66,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H](C1=C(P(c2ccccc2)c2ccccc2)[C@H]([Fe]C2C=CC=C2)C=C1)P(C1CCCCC1)C1CCCCC1,ClCCCl,,,,,,,,,1.1,0.22,,58:42,,0.0,,,,,67,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",14.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,-0.03,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.04,,,0.0,S
67,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H](C1=C(P(c2ccccc2)c2ccccc2)[C@H]([Fe]C2C=CC=C2)C=C1)P(C(C)(C)C)C(C)(C)C,ClCCCl,,,,,,,,,1.1,0.23,,60:40,,0.0,,,,,68,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",14.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.04,,,0.0,S
68,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H](C1=C(P(C2CCCCC2)C2CCCCC2)[C@H]([Fe]C2C=CC=C2)C=C1)P(C1CCCCC1)C1CCCCC1,ClCCCl,,,,,,,,,1.1,0.25,,56:44,,0.0,,,,,69,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",60.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.04,,,0.0,S
69,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)[C@H](C)C2=C(P(c3ccccc3)c3ccccc3)[C@H]([Fe]C3C=CC=C3)C=C2)c1,ClCCCl,,,,,,,,,1.1,0.29,,59:41,,0.0,,,,,70,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",60.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.0,,,0.0,S
70,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN1CCCc2c1ccc(P(c1ccccc1)c1ccccc1)c2-c1c(P(c2ccccc2)c2ccccc2)ccc2c1OCCN2C,ClCCCl,,,,,,,,,1.1,0.93,,66:34,,0.0,,,,,71,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",116.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.08,,,0.0,S
71,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H](C1=C(c2ccccc2P(c2ccccc2)c2ccccc2)[C@H]([Fe]C2C=CC=C2)C=C1)P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ClCCCl,,,,,,,,,1.1,0.9,,98:2,,0.0,,,,,72,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",22.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,0.46,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,,,,0.0,S
72,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H](C1=C(c2ccccc2P(c2ccccc2)c2ccccc2)[C@H]([Fe]C2C=CC=C2)C=C1)P(c1ccccc1)c1ccccc1,ClCCCl,,,,,,,,,1.1,0.77,,94:6,,0.0,,,,,73,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",21.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,0.52,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.25,,,0.0,S
73,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H](C1=C(c2ccccc2P(c2ccccc2)c2ccccc2)[C@H]([Fe]C2C=CC=C2)C=C1)P(C1CCCCC1)C1CCCCC1,ClCCCl,,,,,,,,,1.1,0.26,,72:28,,0.0,,,,,74,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",21.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,0.33,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,-0.03,,,0.0,S
74,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H](C1=C(c2ccccc2P(c2ccccc2)c2ccccc2)[C@H]([Fe]C2C=CC=C2)C=C1)P(C1CCCCC1)C1CCCCC1,ClCCCl,,,,,,,,,1.1,0.99,,98:2,,0.0,,,,,75,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",1.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,0.35,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,,,,0.0,S
75,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c2ccccc2C2=C([C@@H](C)P(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C=C[C@H]2[Fe]C2C=CC=C2)cc1C,ClCCCl,,,,,,,,,1.1,0.25,,88:12,,0.0,,,,,76,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",25,10.1002_adsc.200600583,2,,20,,"P,P",66.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,0.32,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,,,,0.0,S
76,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)[C@H](C)C2=C(c3ccccc3P(c3ccccc3)c3ccccc3)[C@H]([Fe]C3C=CC=C3)C=C2)c1,ClCCCl,,,,,,,,,1.1,0.67,,94:6,,0.0,,,,,77,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",19.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,0.63,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.22,,,0.0,S
77,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H](C1=C(c2ccccc2P(C2CCCCC2)C2CCCCC2)[C@H]([Fe]C2C=CC=C2)C=C1)P(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ClCCCl,,,,,,,,,1.1,0.35,,70:30,,0.0,,,,,78,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",43.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,-0.2,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.08,,,0.0,S
78,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)c2ccccc2C2=C([C@@H](C)P(c3cc(C)cc(C)c3)c3cc(C)cc(C)c3)C=C[C@H]2[Fe]C2C=CC=C2)c1,ClCCCl,,,,,,,,,1.1,0.7,,87:13,,0.0,,,,,79,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",43.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,0.43,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.11,,,0.0,S
79,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)[C@@H](C1=CC([Fe][C@@H]2C=CC([C@@H](c3ccccc3)N(C)C)=C2P(c2ccccc2)c2ccccc2)C=C1P(c1ccccc1)c1ccccc1)c1ccccc1,ClCCCl,,,,,,,,,1.1,0.33,,87:13,,0.0,,,,,80,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",43.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,-0.18,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.09,,,0.0,S
80,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)[C@@H](C1=CC([Fe][C@@H]2C=CC([C@@H](c3ccccc3)N(C)C)=C2P(C2CCCCC2)C2CCCCC2)C=C1P(C1CCCCC1)C1CCCCC1)c1ccccc1,ClCCCl,,,,,,,,,1.1,0.23,,72:28,,0.0,,,,,81,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",48.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,-0.24,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.04,,,0.0,S
81,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,C[C@H]1[C@@H](O)[C@H](O)[C@H](C)[PH+]1c1ccccc1[PH+]1[C@@H](C)[C@@H](O)[C@H](O)[C@@H]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,ClCCCl,,O=P([O-])([O-])[O-].[K+].[K+].[K+].[K+].[K+].[K+],,,,,,,1.1,0.23,,57:43,,0.0,,,,,82,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",24.0,2.0,,0.04,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,0.0,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.0,,,0.0,S
82,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)[C@@H](C1=C(P(c2ccccc2)c2ccccc2)[C@H]([Fe]C2C=CC=C2)C=C1)c1ccccc1P(c1ccccc1)c1ccccc1,ClCCCl,,,,,,,,,1.1,0.55,,98:2,,0.0,,,,,83,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",92.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,-0.27,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,,,,0.0,S
83,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)[C@@H](C1=C(P(C2CCCCC2)C2CCCCC2)[C@H]([Fe]C2C=CC=C2)C=C1)c1ccccc1P(C1CCCCC1)C1CCCCC1,ClCCCl,,,,,,,,,1.1,0.76,,84:16,,0.0,,,,,84,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",13.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,-0.62,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.09,,,0.0,S
84,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,COc1c(C)cc(P(C2=C([C@@H](c3ccccc3P(c3cc(C)c(OC)c(C)c3)c3cc(C)c(OC)c(C)c3)N(C)C)C=C[C@H]2[Fe]C2C=CC=C2)c2cc(C)c(OC)c(C)c2)cc1C,ClCCCl,,,,,,,,,1.1,0.99,,98:2,,0.0,,,,,85,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",18.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,-0.48,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,,,,0.0,S
85,O=Cc1ccccc1O,C1=CC2C=CC1C2,O=C(c1ccccc1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1ccccc1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,O[C@H](C1=C(P(c2ccccc2)c2ccccc2)[C@H]([Fe]C2C=CC=C2)C=C1)c1ccccc1P(c1ccccc1)c1ccccc1,ClCCCl,,,,,,,,,1.1,0.99,,78:22,,0.0,,,,,86,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",18.0,2.0,,,,,,3,1.2,10.1002_adsc.200600583,,,,,R,,,,,0.2,,,-0.46,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.19,,,0.0,S
86,O=Cc1cc(Cl)cc(Cl)c1O,C1=CC2C=CC1C2,O=C(c1cc(Cl)cc(Cl)c1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1cc(Cl)cc(Cl)c1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,Cc1cc(C)cc(P(c2cc(C)cc(C)c2)[C@H](C)C2=C(c3ccccc3P(c3ccccc3)c3ccccc3)[C@H]([Fe]C3C=CC=C3)C=C2)c1,ClCCCl,,,,,,,,,1.1,0.78,,59:41,,0.0,,,,,87,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(3,5-dichloro-2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",5.0,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,0.0,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.0,,,0.0,S
87,O=Cc1cc(Cl)cc(Cl)c1O,C1=CC2C=CC1C2,O=C(c1cc(Cl)cc(Cl)c1O)[C@H]1C[C@@H]2C=C[C@H]1C2,O=C(c1cc(Cl)cc(Cl)c1O)[C@@H]1C[C@@H]2C=C[C@H]1C2,C=C.C=C.CC1=[O+][Rh-2][O+]=C(C)C1,CN(C)[C@@H](C1=C(P(C2CCCCC2)C2CCCCC2)[C@H]([Fe]C2C=CC=C2)C=C1)c1ccccc1P(C1CCCCC1)C1CCCCC1,ClCCCl,,,,,,,,,1.1,0.92,,59:41,,0.0,,,,,88,,,"((1R,2R,4R)-bicyclo[2.2.1]hept-5-en-2-yl)(3,5-dichloro-2-hydroxyphenyl)methanone",80,10.1002_adsc.200600583,2,,20,,"P,P",0.7,2.0,,,,,,3,1.8,10.1002_adsc.200600583,,,,,R,,,,,0.3,,,0.0,,True,Rh,,"bicyclo[2.2.1]hepta-2,5-diene",,,,,,0.0,,,0.0,S
